1,678,94
2,535,75
3,829,72
4,632,79
5,644,96
6,566,32
7,680,53
8,748,8
9,461,19
10,721,78
11,111,11
12,937,82
13,62,28
14,681,67
15,59,32
16,405,20
17,134,53
18,493,28
19,1,67
20,405,5
21,891,81
22,577,11
23,194,47
24,891,91
25,600,22
26,217,27
27,36,3
28,624,91
29,786,96
30,914,15
31,820,29
32,309,84
33,989,99
34,75,2
35,19,49
36,950,98
37,51,19
38,859,69
39,158,70
40,234,42
41,653,5
42,169,26
43,642,64
44,641,31
45,825,56
46,675,13
47,149,32
48,317,41
49,586,87
50,73,19
51,972,41
52,615,93
53,153,42
54,498,82
55,566,79
56,425,49
57,827,12
58,870,63
59,128,79
60,143,96
61,742,13
62,821,38
63,294,23
64,438,57
65,655,40
66,383,80
67,296,21
68,512,53
69,495,20
70,661,6
71,914,50
72,609,24
73,813,92
74,698,57
75,852,69
76,95,9
77,345,30
78,659,30
79,136,76
80,463,75
81,783,49
82,76,51
83,71,30
84,897,24
85,155,47
86,984,33
87,616,76
88,360,52
89,320,78
90,841,50
91,693,57
92,224,71
93,588,43
94,376,52
95,958,97
96,81,12
97,319,36
98,885,83
99,674,71
100,556,16
101,311,99
102,917,78
103,153,87
104,16,75
105,271,65
106,914,71
107,48,35
108,198,88
109,155,47
110,542,27
111,382,47
112,296,25
113,430,31
114,275,15
115,434,54
116,772,69
117,638,30
118,75,36
119,713,98
120,589,47
121,475,63
122,685,95
123,218,20
124,66,41
125,188,19
126,245,57
127,180,66
128,955,76
129,53,80
130,40,35
131,331,2
132,235,85
133,699,54
134,630,99
135,765,26
136,405,81
137,620,68
138,902,37
139,460,59
140,690,55
141,125,15
142,848,94
143,972,96
144,890,62
145,857,49
146,92,42
147,679,37
148,611,59
149,987,77
150,823,2
151,353,61
152,789,57
153,746,3
154,244,83
155,585,8
156,116,7
157,71,19
158,656,5
159,592,82
160,269,31
161,349,68
162,562,94
163,325,66
164,673,42
165,863,94
166,145,80
167,734,9
168,53,30
169,265,31
170,568,46
171,305,32
172,820,9
173,612,28
174,836,63
175,76,74
176,422,89
177,506,14
178,248,18
179,115,49
180,907,65
181,51,32
182,567,75
183,737,22
184,615,55
185,830,19
186,584,28
187,165,96
188,81,59
189,321,58
190,960,95
191,387,29
192,250,30
193,271,6
194,819,59
195,942,88
196,717,15
197,228,15
198,268,66
199,29,41
200,369,18
201,839,97
202,816,9
203,747,78
204,597,77
205,49,78
206,72,55
207,140,10
208,642,47
209,107,3
210,439,55
211,888,83
212,816,17
213,493,82
214,717,59
215,354,34
216,639,18
217,684,72
218,148,78
219,458,80
220,678,74
221,612,67
222,397,35
223,70,62
224,906,25
225,524,90
226,590,60
227,567,65
228,468,14
229,368,90
230,13,80
231,217,69
232,899,98
233,473,5
234,152,85
235,294,93
236,525,77
237,64,92
238,333,64
239,944,100
240,343,77
241,102,100
242,774,13
243,251,36
244,468,19
245,421,77
246,326,55
247,699,32
248,748,98
249,141,76
250,741,8
251,321,56
252,580,39
253,724,18
254,711,72
255,691,96
256,949,27
257,231,63
258,41,11
259,764,41
260,804,34
261,747,78
262,189,4
263,482,98
264,592,87
265,236,18
266,374,39
267,77,24
268,804,72
269,597,68
270,576,89
271,606,3
272,529,91
273,580,1
274,323,82
275,236,21
276,173,99
277,301,74
278,281,24
279,155,15
280,25,87
281,483,69
282,624,14
283,324,75
284,634,42
285,678,96
286,449,16
287,391,70
288,258,19
289,209,15
290,8,48
291,63,84
292,748,100
293,529,60
294,21,99
295,238,67
296,575,49
297,698,47
298,897,58
299,994,35
300,135,23
301,443,41
302,66,90
303,10,95
304,539,3
305,168,98
306,679,47
307,83,86
308,833,61
309,211,95
310,515,84
311,473,79
312,541,100
313,539,61
314,944,70
315,925,54
316,257,29
317,697,54
318,69,24
319,572,52
320,430,29
321,344,9
322,915,87
323,857,88
324,407,42
325,699,86
326,846,26
327,313,9
328,903,87
329,892,20
330,748,6
331,577,7
332,956,59
333,490,83
334,941,54
335,704,66
336,186,99
337,108,85
338,622,79
339,984,74
340,864,30
341,747,46
342,976,29
343,813,15
344,249,60
345,812,12
346,228,16
347,579,14
348,981,84
349,723,56
350,390,29
351,97,37
352,990,57
353,994,12
354,606,64
355,982,75
356,453,81
357,413,31
358,267,91
359,122,70
360,356,46
361,597,64
362,130,6
363,23,81
364,375,97
365,909,42
366,503,87
367,842,20
368,510,86
369,826,35
370,82,50
371,431,70
372,592,72
373,701,57
374,55,24
375,365,91
376,906,34
377,328,89
378,792,30
379,994,1
380,720,80
381,920,71
382,777,34
383,550,36
384,205,27
385,695,93
386,164,50
387,473,54
388,742,39
389,622,28
390,464,21
391,642,60
392,431,47
393,596,49
394,666,41
395,214,84
396,230,4
397,138,14
398,95,31
399,836,42
400,378,39
401,396,61
402,217,24
403,284,91
404,86,57
405,157,12
406,739,96
407,789,50
408,590,48
409,246,45
410,938,4
411,657,78
412,398,52
413,866,39
414,106,57
415,550,36
416,557,48
417,790,10
418,8,40
419,962,63
420,496,89
421,683,42
422,4,94
423,348,79
424,755,99
425,756,29
426,919,6
427,430,63
428,79,8
429,965,71
430,765,74
431,530,2
432,867,93
433,731,33
434,216,82
435,97,93
436,630,78
437,322,55
438,299,55
439,437,38
440,880,72
441,396,59
442,314,1
443,558,65
444,316,26
445,8,42
446,189,59
447,729,10
448,281,16
449,333,83
450,953,92
451,281,87
452,217,10
453,836,95
454,233,79
455,522,14
456,306,19
457,976,48
458,485,23
459,928,68
460,7,61
461,927,48
462,246,88
463,904,45
464,328,84
465,178,24
466,489,74
467,30,65
468,509,87
469,819,83
470,128,12
471,350,28
472,499,92
473,372,12
474,964,23
475,386,69
476,756,85
477,196,37
478,530,89
479,922,99
480,275,56
481,306,60
482,552,40
483,30,94
484,319,78
485,766,71
486,720,93
487,805,73
488,858,69
489,270,55
490,191,6
491,698,97
492,336,59
493,984,84
494,461,64
495,359,93
496,79,41
497,715,41
498,727,54
499,945,56
500,424,59
501,49,92
502,71,28
503,545,70
504,517,77
505,275,79
506,122,59
507,875,46
508,957,21
509,121,17
510,97,69
511,510,54
512,7,23
513,755,35
514,348,6
515,434,63
516,553,92
517,882,56
518,927,45
519,589,72
520,863,74
521,9,69
522,891,67
523,902,65
524,414,61
525,71,48
526,868,37
527,294,96
528,481,34
529,552,26
530,44,76
531,215,51
532,735,73
533,274,54
534,466,56
535,784,36
536,187,38
537,177,48
538,464,46
539,455,59
540,632,84
541,723,76
542,255,96
543,139,9
544,639,2
545,213,24
546,991,25
547,277,59
548,891,55
549,561,37
550,604,22
551,966,75
552,755,45
553,636,7
554,408,54
555,748,70
556,383,93
557,815,53
558,72,88
559,139,1
560,477,88
561,719,64
562,685,64
563,769,60
564,140,55
565,376,14
566,837,27
567,511,85
568,486,72
569,315,36
570,407,90
571,925,17
572,274,70
573,565,92
574,584,51
575,13,96
576,81,96
577,44,70
578,472,96
579,35,2
580,985,85
581,783,22
582,373,51
583,916,46
584,28,37
585,803,95
586,796,35
587,653,64
588,268,20
589,973,54
590,753,77
591,239,96
592,182,23
593,782,78
594,231,10
595,353,97
596,704,89
597,19,18
598,686,47
599,840,64
600,831,47
601,363,63
602,911,6
603,650,77
604,465,22
605,623,32
606,378,91
607,252,45
608,641,49
609,900,50
610,892,16
611,885,62
612,660,38
613,862,43
614,868,82
615,623,64
616,419,1
617,495,83
618,577,87
619,191,6
620,330,99
621,966,47
622,78,37
623,153,2
624,492,55
625,359,74
626,307,51
627,534,64
628,823,7
629,365,22
630,311,65
631,860,68
632,558,17
633,292,60
634,457,40
635,13,85
636,43,7
637,928,22
638,411,92
639,63,92
640,48,59
641,989,74
642,357,88
643,418,55
644,926,2
645,862,49
646,573,41
647,176,41
648,705,82
649,650,91
650,235,40
651,591,49
652,781,58
653,13,89
654,977,29
655,220,57
656,402,38
657,390,92
658,337,10
659,270,5
660,229,67
661,221,26
662,736,79
663,104,57
664,643,39
665,20,18
666,891,76
667,401,11
668,70,19
669,61,12
670,652,26
671,677,59
672,447,55
673,440,37
674,372,84
675,124,81
676,281,18
677,8,14
678,561,59
679,334,45
680,44,22
681,78,90
682,661,97
683,610,47
684,893,88
685,185,93
686,137,26
687,497,15
688,565,47
689,893,32
690,793,89
691,826,77
692,776,29
693,311,54
694,276,14
695,726,8
696,453,86
697,951,27
698,423,6
699,920,43
700,798,53
701,623,31
702,576,44
703,79,99
704,989,64
705,280,17
706,72,65
707,822,5
708,545,97
709,749,38
710,711,56
711,489,14
712,592,1
713,810,13
714,162,100
715,885,64
716,355,1
717,926,78
718,172,71
719,568,9
720,972,98
721,617,22
722,761,100
723,699,83
724,672,57
725,528,3
726,383,65
727,568,18
728,280,43
729,764,21
730,718,68
731,816,69
732,432,76
733,551,4
734,484,7
735,465,19
736,115,65
737,331,18
738,281,37
739,630,81
740,959,88
741,498,14
742,737,9
743,827,16
744,119,93
745,456,33
746,919,68
747,330,29
748,182,54
749,542,89
750,528,50
751,163,2
752,522,55
753,677,22
754,905,34
755,762,12
756,639,5
757,66,62
758,89,7
759,665,50
760,571,88
761,137,8
762,561,63
763,614,93
764,224,40
765,956,99
766,323,87
767,341,50
768,47,85
769,329,57
770,229,10
771,82,92
772,161,11
773,94,44
774,496,52
775,672,83
776,170,53
777,819,84
778,967,12
779,380,83
780,742,32
781,355,67
782,793,85
783,722,47
784,268,28
785,700,90
786,16,87
787,781,76
788,566,81
789,121,7
790,76,2
791,229,57
792,321,72
793,95,26
794,714,6
795,656,62
796,771,87
797,213,19
798,422,4
799,680,48
800,142,5
801,854,99
802,920,28
803,21,31
804,179,25
805,407,62
806,430,65
807,200,52
808,122,45
809,771,15
810,224,40
811,598,52
812,871,90
813,878,65
814,34,81
815,813,49
816,632,11
817,916,82
818,818,84
819,499,11
820,192,38
821,98,59
822,487,55
823,128,83
824,988,96
825,478,18
826,249,42
827,45,30
828,69,99
829,393,19
830,551,84
831,724,44
832,86,68
833,777,14
834,97,65
835,534,91
836,167,96
837,668,22
838,559,26
839,972,86
840,204,94
841,749,54
842,507,46
843,548,69
844,138,58
845,315,80
846,855,95
